VJjkPpq7EdA_000023_000033,a young boy and a young girl are dancing in front of a fireplace.
l6f-eKct0p0_000059_000069,a man is sitting in a chair and using a hammer to hammer something.
2jU26-GpcRg_000067_000077,a group of people are on a stage dancing to music.
jcaEgwc_uZ8_000050_000060,a little boy is sitting in a high chair eating something.
lX4U73eF_yA_000042_000052,two words are shown and then a number is shown in a circle.
_Go9v9lg4Ic_000005_000015,a person is using a pair of drumsticks to hit the cymbals.
QxsUqPdKlfc_000016_000026,a toddler is playing with a mallet while a man watches.
qBgzUKHbwOY_000008_000018,a man is cleaning the driveway with a bag on his back.
X47-zLqR91Y_000008_000018,a person is demonstrating how to make a homemade coffee maker.
xgIaB0VojPI_000036_000046,a person is riding on a vehicle in the desert.
UPYWbockBsU_000251_000261,a man is laying on a bed with bandages on his back.
TCVjcN3FIg4_000100_000110,a person is skiing down a track and then he goes down the ice.
J1Fi2bZENAY_000000_000010,a man lifting a barbell
1qCyr3DPYnw_000000_000010,a man in a blue jacket is ice skating and talking to the camera.
rPv8mdRQcMg_000963_000973,a woman is sitting at a table.
WjzAWnQZXoQ_000003_000013,a person is riding a horse in the middle of the woods.
u0e6NtVR7eM_000000_000010,a young man wearing a mailman's uniform takes a selfie.
lFBl3JavvhM_000025_000035,a woman is kneeling on the floor and playing with a dog.
Ve_tiJM25i4_000121_000131,a young boy is sitting at a table and folding a piece of paper.
HiXmahaWq_8_000000_000010,a person is picking up a plant from the ground.
2uhXIJeb6zo_000025_000035,a baby is crawling on the floor trying to pick up a tennis ball.
yIWVQlozVrA_000052_000062,a person is writing different colors on a piece of paper.
vfTxhmVLDvw_000216_000226,a person is opening a hole in an ice hole.
1NrqiS3WCSU_000010_000020,a young boy is dancing on a swing set outside.
Uj3FDarLXzY_000014_000024,a person is standing in front of a swimming pool and talking.
Yisfa4gTaPs_000225_000235,a man in a pink hat is demonstrating how to spray paint.
ZV3euOfGlSQ_000096_000106,a large group of people are standing in a parking lot.
Xdz1cxEjLYc_000007_000017,a little girl is sitting at a table and eating food.
o1ej7q5jKkw_000007_000017,a young girl is playing field hockey on a sunny day.
p-IeEYYy6qQ_000004_000014,a little boy is looking at the camera while a woman talks to him.
Q1fYJxBm-cI_000032_000042,a woman sits at a table and demonstrates how to do a sewing project.
d8J6Ss9iOXs_000000_000010,a man kneels and kicks a football through a goal post.
Mcu32Uf6Mis_000000_000010,a person is standing in front of two chairs and then another person is standing in front of them.
EdU7LFanhps_000064_000074,a woman is swimming in a pool while people cheer her on.
mWcrhIN6XWU_000038_000048,a young girl is talking to the camera while holding her face.
uIW5tuks8-s_000026_000036,a woman is sitting down and doing a yoga pose.
BbUjrqWir4g_000029_000039,a person is using a colored marker to color a piece of paper.
FXYGhLrkBgI_000027_000037,a woman in a green vest is holding a long black pole.
vOPF1lBFg7A_000051_000061,an advertisement for target ready to enjoy.
RAatZYXdTF4_000000_000010,a boy is talking to the camera and then looks at the camera.
n0tTYTSg4Os_000000_000010,a man is looking at a computer screen while another man is talking to him.
4nDSYwcXvIo_000554_000564,a person is walking through a wooded area in the woods.
1HqmwveG2SA_000077_000087,a little girl is playing with toy trains on a table.
WQ58WGN0208_000016_000026,a man is using a knife to stencil a pumpkin.
RadfPQjOJTs_000791_000801,a christmas tree is shown in a living room with green curtains.
_ttaamXOJY0_000000_000010,a young girl is sitting in a chair and smiling.
phrb_gYkpdo_000002_000012,a person is petting a black dog while the dog lays on the floor.
FCmWp4hiw4o_000030_000040,a person is making a sandwich with meat and cheese.
h6HFPgXbyVI_000000_000010,a person with a sledge hammer is trying to hit the ground.
X2Qn08i-I48_000062_000072,a boy is playing a trumpet in a dark room.
vSyIph8s85U_000025_000035,a man lays on a bed and jumps up and falls.
6vM2CpXRhIY_000034_000044,a man is putting a golf ball on a golf course.
aoHGRWrwfpA_000464_000474,the man is sitting down
6Xqh5SBfXhE_000128_000138,a person is cooking a pancake in a pan on the stove.
EdmxgI1nRxo_000000_000010,a group of people are on a football field at night.
8Dk21aq68DY_000102_000112,a person is using a machine to open a metal tunnel.
SfGVf0KEMcw_000027_000037,a man is laughing and laughing while he is laughing.
1hjG1w3_4aY_000000_000010,a man is hitting a golf ball with a golf club.
8RSqPkHIPbo_000000_000010,a logo for a window cleaning company
B2ZUn_uAxCA_000003_000013,a man is doing squats with a large yellow barbell.
Z5XMRPhi-aE_000035_000045,a man is chopping wood with an axe at a competition.
mnSDXfyYpr4_000035_000045,a person is showing how to play a rock with their fingers.
WHY0pD8cIJI_000016_000026,a group of people in a gym posing for a picture.
d2ZHi3wnpiM_000038_000048,a man is shaking his head and making a funny face.
pNKZzKnga7E_000051_000061,a woman is getting a massage on a woman's back.
B5lAcaojk0E_000000_000010,a man is standing in front of a mirror and putting on his ears.
tcH1ymjeejE_000016_000026,a woman hits a golf ball on a golf course.
HcMUS5qWJe8_000008_000018,a baby is crawling on the floor and then falls over.
egwQhuJeriI_000008_000018,a man is standing behind a curtain looking through a door.
HcfF0yaE2gk_000044_000054,a young man is holding a knife in his hand and he starts to sharpen it.
49UpadKJY7U_000061_000071,a group of people are walking around a field with a cow.
RAcacx5bGFg_000000_000010,a man is driving a tractor while another man drives it.
iLNmg_zAa6Y_000009_000019,a young boy runs down a snowy hill and lands in the snow.
erq1mdumjdU_000008_000018,a person flips a crepe over and over and over.
_sfHJcIZbaU_000034_000044,a person flips a nail clipper on a desk while music plays in the background.
_2gwvJM0no0_000013_000023,a girl in a pink shirt is jumping on a trampoline.
CFr6DIFYCXo_000021_000031,a little girl is giving a presentation about the weather.
7r6ZYQFgvDo_000022_000032,two children are outside
qfmglGNLSw8_000016_000026,a person is hitting a golf ball on a golf course.
-c_4PXY7SMk_000000_000010,a group of men are playing musical instruments in a mall.
75iEeeoEJks_000250_000260,a woman is sitting in a chair talking to the camera.
rDLiCEBKWlg_000014_000024,a young man is riding a bike down a dirt road.
fZwFVgDSdXw_000014_000024,a woman in a red dress sings into a church.
iBzFp2cc2Cw_000255_000265,a group of men are working in a yard with cement.
xlbnVWfHdr8_000095_000105,a man is demonstrating how to fix a tire on a bicycle.
J3OG-RLowJc_000024_000034,a group of kids are playing basketball in a gym.
tEAKcO1Jsv0_000000_000010,a man is giving a speech at an auction.
5ebvJcY9TpQ_000017_000027,a man is cutting a slice of watermelon with a knife.
vmCvnPkgcrE_000003_000013,a man is sitting in a kayak and using a paddle.
iOgo28UIasQ_000043_000053,a man is pumping gas into a car with a gas can.
j8cVhLi_N1I_000054_000064,two little girls are walking on the ground with their feet in the sand.
4b9-FaG16Y4_000012_000022,a young boy is dancing to music in a room.
35BYA6MCqcA_000070_000080,a man wearing hard hats is talking about a construction site.
Z1LYwyeSL_c_000051_000061,a little boy is blowing out the candles on his birthday cake.
-PIDdASWlas_000000_000010,a baby is sitting on a bed and a woman shakes her foot.
QCIxw5_ZZBU_000029_000039,a person is riding a mechanical bull while people watch.
7P1IvMqdm-Q_000064_000074,a girl is brushing her wet hair in her bedroom.
zpdZo2S8kgg_000571_000581,a person picks up a pair of white and blue sneakers.
q_0suNQuKYA_000049_000059,a person is cutting a piece of meat with their hands.
P9dC44uaRME_000000_000010,a young boy is drinking water from a water bottle.
kPnCg7l3me8_000002_000012,a girl laughs and laughs as another girl laughs.
zdr1T2MT2uw_000438_000448,a person is using a wheel to make a ceramic object.
R7BJV9I9ek8_000054_000064,a man wearing a mask is spraying a car with a hose.
Rnta1wIPe1s_000196_000206,a young man is ironing an iron on a table.
D4qZ6b3ovuc_000031_000041,a group of people are dancing to music in a kitchen.
BcW6Y7eufQE_000239_000249,two girls are sitting at a table and playing a hand game.
EGMQkcBNYPc_000000_000010,a woman is demonstrating how to knit with a pencil.
z8Q-s8AthrA_000002_000012,a young girl is running and jumping over a hurdle.
F4FbbmykA0k_000000_000010,a young girl plays the drums in a small room.
x9DlY-CKYYA_000001_000011,a group of people are riding atvs in the snow.
LmFFDV_gemA_000066_000076,a man is riding a horse in a grassy field.
VSBUW_e2kEY_000000_000010,a man demonstrates how to make a flywheel out of his hat.
xG7MAD32JV0_000028_000038,a girl is sitting in a chair and the other girl is crying.
wGL_FYau9Y0_000022_000032,a toddler is walking around a living room with lights on.
d3isYIPu40U_000007_000017,two girls are working on a piece of wood in a workshop.
gDPpzTHWCrI_000153_000163,a woman is wrapping a present while a boy watches.
qBr-NyZ3-OU_000166_000176,a person is painting a picture with yellow paint.
-80KtX0mXBU_000053_000063,a young man in a red tank top stands in front of a window and looks at the camera.
bFoxU2cFeRM_000087_000097,a boy is sitting in front of a camera and making faces.
I7NGQdNGeOA_000096_000106,a person is pouring oil into the rims of a car.
2GAPlZ6gD8s_000038_000048,a young man is throwing a frisbee in front of a house.
VH66mqXld6U_000074_000084,a girl is holding a seashell and showing it to the camera.
hhZpeMvbMuo_000000_000010,a group of men are standing outside and talking to each other.
Iz12uaJc44g_000251_000261,a person is cooking food in a pan on a stove.
vbcMYuFhIJI_000067_000077,a man wearing a mask is welding a piece of metal.
d7GctQFZY9s_000019_000029,a person is using a lawn mower to mow the grass.
YDKzPVcsjpQ_000055_000065,a woman is sitting on a couch with her shirt off.
DnNeLJ79nYY_000011_000021,a person is riding a bike down a dirt path.
4Tis-epmKks_000033_000043,a man is using a machine to sharpen a shoe.
teDDm5XRS9k_000006_000016,a man is using a machine to cut a person's leg.
r9JyAaVXJ3o_000001_000011,a young man is skateboarding in front of a brick building.
QAEcFAzp0MU_000000_000010,a girl is outside and throws a ball to another girl.
6horR3Ol4Rs_000000_000010,a little girl is eating a piece of cake with her hand.
RA90UGf5wxA_000000_000010,two men are walking in a parking lot and one of them runs away.
ObE1EygmVTg_000068_000078,a person in a red helmet is ice skating and laughing.
02HAfW8otDE_000000_000010,a boy runs down a track and runs down a track.
i3notciKv3w_000240_000250,a person is roasting marshmallows on a stove top.
T4uv3qSdvfk_000002_000012,a person is showing how to make origami out of paper.
J4gnrSK5RvQ_000030_000040,two people with dreadlocks are playing a video game.
bDNIHiFIDBQ_000054_000064,a group of people are ice fishing on a frozen lake.
xBNJ8tSeRhQ_000000_000010,a man is doing push ups on the floor outside.
M5ExO47eF8s_000046_000056,a group of people are sitting on the floor at an airport.
j8_2Ae_MTW4_000000_000010,a person is playing a cymbal on a blue background.
HuHTYY9a4po_000000_000010,a football game is being played on a football field.
gle0CcqRDWM_000000_000010,a man is kayaking in a pool with a paddle.
tT1NpFX14LE_000024_000034,a person is driving a race car on a race track.
KCQkHma1cHw_000000_000010,a group of men are playing beer pong in a basement.
BHxn3qfPAl4_000018_000028,a woman is laying on a bed with her arms behind her back.
vjG6rNAiOLw_000029_000039,a group of children are decorating a christmas tree.
PdpR-z-y4Mg_000000_000010,a person is using a tool to cut sand into a wall.
QjDcenRe_mg_000007_000017,a naked man is laying on a couch and rubbing his face.
n6_k8ygxSrw_000132_000142,a woman is blindfolded by a young girl who is blindfolded.
vqGNXI9__mQ_000285_000295,a man is showing how to wrap a piece of foil.
wE1UNcp7pH8_000148_000158,two men are playing guitars on the sidewalk while a crowd watches.
A5uTEBcwxKE_000045_000055,a woman is swinging on a trapeze while people watch.
s9j6WHgZfGs_000004_000014,a man in a blue shirt is singing a song with a microphone.
8MlUmCW4z8s_000060_000070,a young boy is in a living room dancing to music.
wGNaOBeul3A_000036_000046,a gutter is running down the gutter of a house.
j7Szt1j5Kzg_000019_000029,a woman is sitting in a chair and is reading a book.
Y5OvEb9zcgQ_000029_000039,a man is parasailing in the water on a board.
0soeKXEXVkk_000535_000545,a group of kids are playing in a yard and one of them falls down.
A3hAB6x0VBE_000000_000010,a person is talking and then another person is talking.
O9kGwMsJm7I_000170_000180,a woman is demonstrating how to fold a stack of red napkins.
wcMVNGauxks_000014_000024,a person is wearing a mask and talking to the camera.
ocVnAfqG8os_000007_000017,a man is holding a beer bottle and then drinks it.
Ho6OPQ-sBZk_000045_000055,a person is walking around in a circle around a pile of dirt.
U1C9gT3qEjs_000016_000026,a group of women are doing a dance routine in a gym.
VhzF0W-5U4M_000001_000011,a man in a wheelchair rolls a ball down a bowling alley.
xML-oYjiZb0_000025_000035,a man is using a long pole to clean a house.
K2RXBhHa7M4_000023_000033,a little boy is sitting at a table in front of a candle.
9HTIw125wt8_000103_000113,a group of people are competing in a track and field event.
olTURHued68_000025_000035,a young boy is showing how to tie his shoes.
4isOUk55zGs_000000_000010,a woman throws a frisbee to a woman who is standing in a field.
ADbYYql06k4_000027_000037,a group of kids are playing in the woods with balls.
oIDqSwpa2x0_000211_000221,a man and a little girl are standing in front of a door.
7hRinJ_HSF8_000016_000026,two men are using a tool to clean a glass window.
vHO1Dbq6beI_000135_000145,two women are standing in front of a whiteboard and talking to each other.
4ig8O_XFsjA_000001_000011,a little girl is holding a lollipop and she is eating it.
4MXKoiiX64Q_000015_000025,a cat getting petted is shown on a screen.
gpUo_tXVnQ4_000077_000087,a man is washing another man's feet with a towel.
Ih5Zk9tgcBs_000010_000020,a man is standing on the side of the road and holding a frisbee.
leUWQWseEmA_000012_000022,a man is standing in front of a television showing a police officer on a motorcycle.
-HXAOzp4Qjs_000027_000037,a woman is in a gym and is lifting a barbell.
vLSo1XfF--I_000000_000010,a man is using a tool to remove meat from a machine.
7FdEojutV9w_000054_000064,a green speaker is shown and then a green speaker is shown.
BKUT_aMg8no_000028_000038,a man is demonstrating how to hit a golf ball with a golf club.
MhQGVBOx96w_000001_000011,an advertisement for a fitness program for the gym.
jIBunMqpvcs_000346_000356,a woman is sitting at a table and talking to the camera.
c5B613qqfE8_000053_000063,a man and a woman are talking about a horse show.
t0umsAjFES0_000007_000017,two toddlers are playing with pumpkins on the floor.
-w1Yf1qFQfY_000004_000014,a little girl is using a water hose to water out of a puddle.
0OZ0uGw1yEU_000099_000109,a man jumps off a bike into the water and jumps off a ramp.
4d6Ch7lhz5w_000000_000010,a group of people are in a room and one of them is laughing.
caMsBqKrL3c_000000_000010,a young man throws a shot put while others watch.
X7z1QMt_cEk_000024_000034,a young man is playing the drums in his room.
Fcbl9j5YQAI_000208_000218,a man is demonstrating how to properly throw a disc.
V4xqbiA-y1k_000029_000039,two men are playing a game of curling.
B9nnm3hoAis_000011_000021,a person is using a saw to cut a piece of wood.
si-DI3rQIPQ_000000_000010,a person is talking about the steering wheel of a car.
9k3h5aln1s0_000086_000096,a woman is giving a young boy a christmas present.
GL-gGNG3U5w_000034_000044,a toddler is sitting in a high chair eating food.
AtUtNC2dTiY_000182_000192,a boy throws a ball and throws it in the air.
OhwcCXIJJYo_000094_000104,a garage door is open and a person is walking in the driveway.
lhfl15MmKAk_000002_000012,a young boy is sitting on a bed and rubbing his head.
0a_9NKbShe8_000017_000027,a chef is cutting a piece of food with a knife.
nw42lYjkYMo_000013_000023,a young girl is being pushed on an ice skating rink by a man.
X8f1E4goDY0_000020_000030,a man washes a dog with a hose in his hands.
yC5nwVxff_s_000028_000038,a group of people are watching a track and field event.
-ZxB7cFx7eo_000038_000048,a person is carving a pumpkin on a cutting board.
xrZwvaZAnqo_000262_000272,a person is riding a bike around a fence at night.
IQBpnuNUYdc_000042_000052,a man is standing in a kayak and is walking in the water.
t7ccae79wNg_000000_000010,a person is watching a butterfly run across the grass.
UEKhP3-RJV0_000146_000156,a woman is laying on a bed and sleeping with her eyes closed.
qtRaf37usLs_000026_000036,a young man jumps off a cliff into a lake.
RIA-dwh44Sc_000005_000015,a group of people are square dancing on a deck.
YHTQFUKF1KM_000401_000411,a pizza is being prepared on a pizza pan in a kitchen.
NvWa1-YwfaY_000042_000052,two men are standing in a river and one of them is sifting through water.
6r8lj_yzdVw_000407_000417,a white truck is pulling a trailer from a parking lot.
9rO_pbRPvYk_000054_000064,a man is water skiing behind a boat on a lake.
c8N9aqGstfg_000132_000142,a person is taking a piece of bread out of an oven.
y3gjCjk6Fcg_000028_000038,a young man is dancing in the middle of a hallway.
_Ex5WBnrN34_000077_000087,a man is giving a weather forecast and explaining the weather.
4gsbJ71r59A_000000_000010,a group of people are in a gym watching a man do a high jump.
pTShlQCjjZI_000000_000010,a girl is sitting at a table and talking.
ob0p1bBcRF4_000000_000010,a man is showing how to cut a knife with a drill.
QIFSAtgB8Mk_000015_000025,a little girl is playing in the snow and playing in the snow.
xRvd191FoDw_000000_000010,a man is playing a guitar in front of a group of people.
uiDCCUvTJGc_000019_000029,a woman in a white shirt and blue jeans squats on concrete.
FZhh_TJ8v_A_000040_000050,a football player stands on a football field and practices his routine.
HaIbs963ZPg_000000_000010,a person is riding a mechanical bull inside of a warehouse.
SOW2fMCjUrY_000046_000056,a person is using a green object to open a green object.
EkXKuUfgIjI_000114_000124,a person is running down the side of the road and passing by.
FfPRrSo5aVI_000144_000154,a person is putting a piece of bread on a piece of bread.
P9fKwSbdoTo_000000_000010,a person picks up a cat's paw from under the bed.
zCo46NbHo60_000003_000013,a person is showing how to sharpen a knife.
IhmN5TxdbO8_000021_000031,a group of boys are playing basketball in the street.
n4D9Vp_sKQU_000006_000016,a boy is eating a hamburger and talking about it.
o-MhYRW1Stk_000002_000012,a group of people are playing a game with a knife.
ZnN8DEz6_nU_000226_000236,a man wearing an apron
t6BDCkIHqzQ_000014_000024,a person is skiing down a snow covered hill.
E-2khGo6MYQ_000010_000020,a man is walking on a tightrope over the ocean.
jeweRSnAJeo_000050_000060,a woman is sitting at a table looking through a book.
wuQ0N4Pu0wI_000006_000016,a girl is drinking from a shot glass.
wH-jLDDWd4Y_000003_000013,a group of people are in a room with a large group of people.
2pk27_5Ltv8_000000_000010,a woman is dancing in a dance studio.
BD4wt7feZzA_000000_000010,a man throws an axe at a tree in the woods.
_bdqLz0conM_000088_000098,a person uses a marker to draw a picture of a woman.
sNF7k-Wx7gk_000061_000071,a man rides a bull in an arena while a crowd cheers.
LeX_sYy93Kg_000001_000011,a person is demonstrating how to tie a pair of shoes.
2OFfh8Q-AZo_000016_000026,a man throws a frisbee at a tree in the woods.
Wg84uh--RYc_000008_000018,a baby is climbing up a ladder and trying to climb it.
8xmBSb5gguA_000125_000135,a man is standing next to a crosswalk and then stops.
a5YwI62ouao_000176_000186,a man is demonstrating how to make a hot dog.
2BfV0Fkz_hg_000000_000010,a little girl is cooking scrambled eggs in a pan.
1pmz61eVFgA_000000_000010,a man is roasting two ducks over an open fire.
OdqHuknY-6M_000348_000358,a child is playing with toys in a play room.
uFthK6DCwoc_000000_000010,a woman in a gym
diiX0pqZX3s_000002_000012,a group of people are in a classroom and one of them is making funny faces.
TjxHZrX44cA_000000_000010,a person is using a bucket to build a sand castle.
UXPXIJxLcPY_000000_000010,a baby is sitting in a high chair.
2qNxEfK-yN0_000049_000059,a woman is lifting a weight.
QWF0l1MBDhM_000047_000057,a large group of people are in an auction room throwing a balloon.
89fh_WNDejY_000028_000038,a little boy is playing with his foot on a bed.
S_y53iSsugk_000154_000164,a person is using a hose to water out of a garage.
6mKMLcdEtsQ_000116_000126,a man is showing how to install a floor with a tape measure.
IdWJ0KEv380_000000_000010,a woman is singing into a microphone.
8uhX7LPUzWs_000002_000012,a person is showing how to use a logo for a website.
eBTYOQQeZWA_000000_000010,a man lifts a large amount of weight over his head.
h41rLBrUnfE_000035_000045,a bag is hanging from a conveyor belt and then a man picks up a bag.
-4czhey2lwY_000003_000013,a man is jumping and jumping in the air on a stage.
fde0fnYJszI_000679_000689,a person is cooking food in a frying pan.
CK7SMUa0Plc_000006_000016,two women are walking around a street with baskets of fruit.
6XVUY3rdGtk_000000_000010,a woman in a white tank top and black leggings is holding a rope.
CMfyvou9Z_0_000000_000010,a boy jumps off a diving board into a swimming pool.
jlakulEQEXI_000024_000034,a boy is walking on a tight rope tied to a tree.
66pGHWjlgjQ_000142_000152,a group of people are weaving baskets on a blue mat.
HUYq0f2onfQ_000008_000018,a man holds a knife in front of a large piece of ice.
79McozJ3Gos_000008_000018,people are riding lawnmowers on a track.
q4mBBYWj4jc_000073_000083,a child is sitting on the floor folding a piece of paper.
bbaTJSBNYg4_000033_000043,a person is showing how to paint a wall.
y0esp7zl8a4_000029_000039,a woman sits at a computer and works on a computer.
_byoIrZX7-M_000018_000028,a man is standing on a balcony and using a saw to cut a piece of wood.
VZIcu3ibJew_000085_000095,a man is laying down while a man is getting his face waxed.
TeYy4dLQPZg_000001_000011,a baby is sitting in a car seat and moving around.
3qU7-dyQLSw_000047_000057,a little boy runs down the street with a wheelchair and a man is running behind him.
9d-ZXcIbYpk_000094_000104,a group of people are playing a game of cricket.
EDo0d6HMV1k_000041_000051,a person is running and jumping around in a dark room.
-F4yRGCrKhk_000043_000053,a woman is reading a book to a young child.
H-WKE7WUY5k_000045_000055,a man is sitting on a table and using a piece of metal.
k8oNh6lcuOg_000014_000024,a woman is cutting a man's head with an electric razor.
_gAvn9s8p0s_000001_000011,a person is using a sewing machine to sew a piece of cloth.
MZ-7mVjskcc_000000_000010,a young girl is talking to the camera and then smiles.
jfwiXsEWdjw_000083_000093,a man is walking on the floor in a bedroom.
9fEJnGK79YI_000046_000056,a person pours wine into a shot glass and then pours it into a cup.
u4eXGXXeoxo_000082_000092,a man is running on a treadmill
lVHptNR2snc_000000_000010,a little girl with pigtails is standing in front of a wall.
fFDSjHTJI5g_000018_000028,a group of people are riding in a sidecar on a highway.
EraBmgB9U9Q_000010_000020,a little girl is using a watering can to water plants.
XmG50V_sAaw_000000_000010,a person is cooking something in a pan on a stove.
WMeupz5g0a4_000070_000080,a man is standing on a platform with grapes in front of a crowd.
_C48HOJopPg_000078_000088,a person is laying on a bed and talking to another person.
_KwDAPzozw8_000075_000085,a man is getting his beard shaved by another man.
Lh0n0pqzHaI_000000_000010,a black and white cat is walking around a room.
FX1DxRUsw6o_000337_000347,a man is using a small electric saw to cut a stone.
XJD7RqdAQLw_000001_000011,a little boy is pumping gas into his car and laughing.
ZNLnTMuwz0E_000025_000035,two men are sitting on the floor and having a fight with each other.
SIznkWlOeAg_000061_000071,a group of people are sitting around a table and laughing.
b3t6xpITK2k_000003_000013,a man pours a large jug of liquid into a woman's hair.
vF-igHO_mX0_000031_000041,a man is standing in front of a camera and a camera.
r2yAcTBAfbQ_000048_000058,a person is using scissors to draw a picture of a girl's face.
PaukR-pu-Hc_000003_000013,a man is scuba diving in a pool while wearing scuba gear.
VzAaSi_rjHE_000000_000010,a man sits on a motorcycle and smiles at the camera.
-CDQ-DFjDoA_000006_000016,a group of people are sitting at a table playing monopoly.
sJowpTSLmlA_000005_000015,a person is riding a skateboard down a street at night.
MxBfFe-vl8s_000040_000050,a man is dancing in a large room while people walk by.
vihIO-0PQWY_000002_000012,a little girl in a princess dress is playing a musical instrument.
659G415dDLc_000010_000020,a man is in a gym and is using two heavy ropes to exercise.
GHmNi_rvE6k_000120_000130,a man on a golf course is demonstrating how to hit a football.
33LIJjvHZZU_000102_000112,a person is showing how to do a deck of cards.
I7LRb7gByug_000187_000197,a woman is painting a watermelon on a canvas.
yzPO0NkFUQg_000000_000010,two football players are hugging each other on a tv screen.
dWiCraNHOkg_000013_000023,a man falls out of a chair and falls into the floor.
TLLJiauSY5o_000004_000014,a man is holding a plastic bag and feeding a pigeon.
N5s7K92XmGQ_000003_000013,a man is sitting in a room and smoking a hookah.
5dlsz9JQPNY_000175_000185,a young boy demonstrates how to use a fidget spinner.
HzS0WRNzFqs_000000_000010,a man is driving a vehicle down a dirt road.
lYmd5mME2kE_000049_000059,a woman is pushing a button on a metal object.
5VRnroA6hMg_000005_000015,a group of people are cooking pancakes on a griddle.
Um3R45eQe1s_000029_000039,a man is sharpening a piece of fruit with a knife.
1EdwRves2hY_000005_000015,a man in a suit is giving a news report.
2hOEGWbXn3c_000003_000013,a video of a person raising their arms up and down.
Hm2NmXK5U94_000013_000023,a woman and a child are sitting on a couch and clapping.
83HNr75yyaA_000347_000357,a group of people are building a snowman outside in the snow.
x3uJR-Yh4RA_000073_000083,a group of girls are playing badminton in a gym.
W8Bgh2Htyic_000032_000042,a person is riding a camel with a child on it.
yVRvu8xCixY_000248_000258,a man is sitting at a computer and showing how to use a tool.
NZLydTq7Q98_000003_000013,a man wearing a blue hat and a blue shirt is holding a bow and arrow.
ZUx-j1XRXj0_000001_000011,a woman is holding a baby while she is holding it.
tC9dNm7AP80_000307_000317,a woman is sitting on a man's lap while others watch.
baMzitSJq9w_000006_000016,a woman is sitting in a restaurant and talking about sign language.
xgsMwJ6LJ24_000003_000013,a little girl is riding on a hoverboard while another girl laughs.
BJNbW-UCKKE_000006_000016,a man and a baby are playing with toys.
X0tG5hbo9AI_000034_000044,a little girl is playing on a trampoline with a man.
d0irWdzJHNU_000049_000059,a woman is holding a dog on a leash in her hands.
53zDv14k6J8_000025_000035,a group of people are laughing and laughing at a concert.
vXdCCMoDiy4_000066_000076,a group of men are working on a road construction project.
WfWArGWpRiI_000359_000369,a person is showing how to make a cross stitch.
Rfb9d0fq5QA_000012_000022,a group of men are on a stage dancing to music.
A5EP2j_ZuGY_000047_000057,a brown horse is being groomed by a person.
x2ayjGLcMWc_000000_000010,a man riding a horse and chasing a dog at a rodeo.
1luBQXdKMOw_000000_000010,a man jumps over a fence and jumps over a fence.
qbGMPSHu1jU_000019_000029,a person is talking about a piece of metal that is being worked on.
y4jC1S7vCJE_000016_000026,a man is milking a cow while a woman is talking about it.
dfWgpl-oH2k_000103_000113,a woman is demonstrating how to make a drink at a bar.
