0JezC4KDo-k_000011_000021,a woman is lifting weights in a gym while others watch.
0JfCKOR98AQ_000039_000049,a woman in a white robe is sitting on a bed and reading a book.
0Jhq7ceS0lk_000001_000011,a young girl is sitting in front of a door and blowing into her mouth.
0JWi4lIPDMs_000028_000038,a group of boys are in a classroom and one of them is laughing.
0JXdtnvw-O0_000104_000114,a person is cooking an egg in a pan on a stove.
0KhgYROrH8c_000000_000010,a man is performing on a high rope swing in front of a crowd.
0KJ1IdKEnks_000006_000016,a woman is massaging another woman's legs while sitting down.
0KlDkV-Sf4Y_000002_000012,a man in a yellow shirt is walking on the grass with a tractor.
0KYhxX1V8io_000035_000045,a young boy is standing on a rock and trying to catch a fish.
0L444LmR9g0_000119_000129,a man is laying on a bed while a baby is laying down.
0lg0_CVvLGU_000010_000020,a large crowd of people are watching a hockey game.
0LqfsamL864_000098_000108,a person is using a knife to clean a glass bowl.
0lUqDQzkCO0_000005_000015,a group of people are in a pool and a man is in the water.
0LXbXB2SG1Y_000089_000099,a little boy is standing in the grass and is picking up easter eggs.
0m0-Q0zz_-c_000112_000122,a man is demonstrating how to tie a bow tie.
0m3W8DsaTb0_000258_000268,a young boy is sitting on the floor playing with a toy train.
0MC18taIzNU_000005_000015,a boy is sitting at a desk and playing with a hammer.
0mcbkruL7r4_000158_000168,a man is standing in front of a window and talking.
0mGxHg6di-g_000034_000044,a person is using a brush to brush his eyebrows.
0mj0mwhozPo_000000_000010,a woman runs down a track and jumps over a block.
0MKvn7qJx5g_000015_000025,a group of football players are standing on a football field.
0mncXIIl9z0_000033_000043,a group of people are playing a game on a driveway.
0MTOCCwKRM8_000000_000010,a person is riding a donkey down a steep hill.
0Mvf0OniSKI_000020_000030,a young girl is eating something in her mouth.
0N2VQ7SkOYY_000007_000017,a person is water skiing on a lake while music is playing.
0NAsolZNVRc_000013_000023,a man in a suit is sitting on the floor and then falls off.
0Nd_r2EDWyw_000000_000010,a group of people are in an indoor gym playing a game of rope.
0NezYkEdfMQ_000016_000026,a woman is putting clothes on a table while another woman is talking about it.
0nL-oCzLfpw_000152_000162,a man wearing a hard hat is using a metal tool.
0nMb-fRkFIo_000031_000041,a man and a woman are dancing in a dance studio.
0nNnQi64kwk_000093_000103,a woman is talking to a man in a room.
0OD7azY3SQg_000000_000010,a man is standing in front of a large screen with a map on it.
0ot_vqQkkdY_000001_000011,two young men are practicing martial arts moves in a dance studio.
0OuQ07pCRHc_000212_000222,a group of people are dancing to music in a gym.
0oyynsvcGpg_000533_000543,a man is demonstrating how to use a screwdriver.
0OZ0uGw1yEU_000099_000109,a man is hanging from a rope that is hanging from a pole.
0P2kkBHVr48_000001_000011,a baby is sitting on the floor drinking from a straw.
0pDqEbRFaII_000000_000010,a person is stirring eggs in a pot on the stove.
0PgXuFMm8S0_000000_000010,a person is running on a track in a gym.
0pvn8l9vY2E_000037_000047,a woman is laying down on a chair and applying a tattoo.
0r3cAI2l1Gw_000001_000011,a man is riding a camel in the desert.
0rii2sLgF6w_000004_000014,a little girl in a blue outfit is dancing to music.
0rJNqYruVt8_000015_000025,a person is scuba diving in the ocean while music plays.
0RwUeRz82JU_000037_000047,a little boy is dancing to music on a bed.
0SayN7fM7aE_000114_000124,two boys are sitting on the floor and talking to each other.
0sCQDiNtvKk_000004_000014,a boy is riding a unicycle down the street.
0sICsDdHAnw_000170_000180,a woman is riding a horse in a wooded area.
0skKGszF6Lk_000001_000011,a man is demonstrating how to tie a red rope.
0soeKXEXVkk_000535_000545,a group of people are playing a game of swords outside.
0SpS3AHof60_000000_000010,a girl is laughing and laughing
0t0DB1B1w8Y_000000_000010,a woman runs over hurdles and jumps over hurdles.
0tC1_CsZ7TU_000000_000010,a man is demonstrating how to use a long pole.
0TP8ziYXlvI_000007_000017,a group of people are sitting in front of a group of people.
0TqSc_DMLKQ_000180_000190,a man is using a knife to peel potato chips.
0TtUPcnpN2g_000018_000028,a man in a red shirt and black pants squatting on the ground.
0uHfUqahYgA_000144_000154,a person is using a pair of scissors to cut a piece of fabric.
0UiWLUJsNQo_000036_000046,a group of people are at an indoor ice skating rink.
0vriOSloUe0_000000_000010,a man is getting his eyebrows waxed by a woman.
0xxG18xn1bA_000072_000082,a man is giving a presentation to a crowd of people.
0ylhLnuMg8g_000053_000063,two men are outside and one of them is talking to each other.
0YtNPB9upKs_000047_000057,a group of people are on stage singing a song.
0YWVgaLT5GM_000060_000070,a person is singing into a microphone and singing into a microphone.
0YyNHR0CYZI_000518_000528,a person is playing with a toy and a pair of scissors.
0Z-vvsm96fE_000040_000050,a person is using a red pen to write on a piece of wood.
0z8le_Gq_io_000054_000064,a woman is showing how to properly shave a horse.
0ZjkQbMwo-Y_000000_000010,a young woman is doing some type of roller skates.
0zNEeg9UCrM_000010_000020,a person is riding a skateboard in a mall while others walk around.
0Z_j2SCy8VA_000000_000010,a girl is sitting at a table and trying to open a shell.
1-5_TSdc35I_000000_000010,a person is using their hands to light up a fire.
1-eurXds4Ys_000018_000028,a man is using an atm machine to check the buttons.
1-jIze6gy0g_000026_000036,a man is standing in front of a machine that is sitting in a factory.
108JatWCL28_000198_000208,a man is sitting on a stool in front of a large pipe.
10gJjyK2TXQ_000001_000011,a person is running on a track and doing a jump.
10gXgEEz_jM_000000_000010,a person's hand is moving around and moving his fingers.
10_SXQ_sJrU_000088_000098,a woman is demonstrating how to use an inflatable water bottle.
11B6ZdybTxg_000061_000071,a man is standing on top of a stool while another man stands on top of it.
133KOQpZmrY_000016_000026,a baby is sitting on a man's lap while a little girl laughs.
14OpqG0whRM_001295_001305,a woman is massaging a woman's back on a wooden floor.
14xeEgCnyfU_000000_000010,a man is playing a game of tennis on a tennis court.
158_R3Ow1_c_000044_000054,a person is using a vacuum to clean the carpet.
1635DchZGO4_000014_000024,a person is water skiing on a body of water.
16st7ZGa6Bg_000094_000104,a woman is showing how to make a clay pot.
173hr9Ckjl8_000001_000011,a woman is sitting on a couch getting her hair waxed.
17Gjt3E3w80_000089_000099,a young woman is making funny faces and making faces.
189m-tUz_4k_000023_000033,a man is in a recording studio working on a sound board.
1A1dMsgGCZI_000062_000072,a person is playing a hula hoop while music is playing.
1Ab7zUfv0Cg_000381_000391,a person is spray painting a mural on a skateboard.
1AgmC-KVSpc_000017_000027,a young man is giving a thumbs up sign at an event.
1apesjwcwJ8_000015_000025,a group of young men are in a gym playing with a ball.
1AsO0f9t4Gs_000472_000482,a man is shaving his face with a razor.
1BJOhgPUmy0_000071_000081,a person is showing how to fold a coin into a triangle.
1bYLMeVE-wk_000201_000211,a woman is sitting in a chair and speaking into a microphone.
1C6E-4VDd7I_000009_000019,a young man is holding a pillow in his bedroom.
1C6uD0Ckhzo_000003_000013,a group of people are standing around and having fun.
1CUAE0mx80s_000000_000010,a group of people are dancing to music.
1d4ZOE0y3e4_000275_000285,a little girl is showing how to fold a piece of clothing.
1Ddy4W31UYQ_000019_000029,a man is shaving his beard with a razor.
1dhXahzZCSE_000034_000044,a group of people are playing a game of kites.
1DTS-lRWuM4_000001_000011,a little girl is playing with a metal object in a yard.
1Dup1VT66qU_000006_000016,a young girl is standing on a track and doing a long jump.
1dvu6UJSD5s_000037_000047,a man is rubbing a baby's hair on a blanket.
1eb7-V13Tms_000000_000010,a person is holding a bird in their hand and feeding it.
1EdwRves2hY_000005_000015,a man is speaking in front of a large screen.
1EN3io4JoeY_000216_000226,a man and a woman are talking to each other in a kitchen.
1ETCFP3Rgko_000009_000019,a man is dribbling a basketball on a basketball court.
1EwTziZP7Zo_000000_000010,a young girl is making funny faces while laughing.
1exiUIfb2aI_000005_000015,a person is parasailing in the ocean on a cloudy day.
1FBqdsOeraI_000362_000372,a person is using a knife to peel a potato.
1FfnbzNI500_000023_000033,a young man is holding a skateboard and doing tricks.
1fhKRQdEA3Q_000123_000133,a man in a white shirt is practicing martial arts moves.
1FzpGH11fxM_000001_000011,a golf course is shown with a golf course in the background.
1F_tCl42Qhc_000388_000398,a group of people are sitting around a table and playing poker.
1g-ky-GNOMA_000091_000101,a man is kneeling on the street and playing cards.
1G1P2hmFqpA_000008_000018,a person is walking in the snow with a dog.
1gi5nTlY0uY_000069_000079,a man is shaving his face with an electric razor.
1HBtXrz0fO8_000034_000044,a man is riding a bike with his butt on his back.
1hdoDIo0IcA_000008_000018,a woman and a girl are holding a leash while a dog watches.
1hjG1w3_4aY_000000_000010,a man is practicing his swing on a golf course.
1HPBOjRFnyo_000004_000014,a group of people are on a boat and they are on the water.
1HqmwveG2SA_000077_000087,a little girl is playing with a toy train set on a table.
1Hsl8Pw2Isw_000282_000292,a person is writing on a piece of paper with a pen.
1htTlPmH90c_000007_000017,a man and a girl are standing in front of each other and the girl is clapping.
1HUWWCLza0w_000000_000010,a young man is running and holding a ball in his hand.
1ImDG8P-WVc_000058_000068,a little girl in a green dress is getting her leg waxed.
1J9Ru1qtzk8_000273_000283,a person is bungee jumping off of a building.
1jIKAImNXBk_000000_000010,a person in a white jacket is standing in front of a building.
1JJNvXkjF-s_000057_000067,a man is picking up items from a box in the snow.
1KAUySczk3M_000010_000020,a woman rides a mechanical bull in front of a crowd.
1kLhK8KfIEw_000020_000030,a group of people are standing outside in a parking lot.
1knz8sxLgR8_000004_000014,a television show is shown and the news is being played.
1kyqKJh3eTc_000048_000058,a man is walking on a tight rope in a park.
1l2eN97IAwA_000013_000023,a man is helping a little boy get out of a swing set.
1L2LB7zIEI4_000000_000010,a little boy is laying on a couch and laughing.
1L87FAnu1Es_000043_000053,a person is stirring a cup of tea on a stove top.
1luBQXdKMOw_000000_000010,a man is riding a unicycle down the street.
1lxxVPpY_FQ_000001_000011,a man is demonstrating how to put a shirt on a hanger.
1mAkM2AZnPM_000000_000010,a man is chewing on a can of beer and smoking it.
1mbBD1ANQRc_000012_000022,a person is using a wrench to clean a tire.
1McHmQnw5TA_000000_000010,a woman is doing a yoga pose on a pier.
1miAAtyZXVQ_000257_000267,a person is riding a boat on a river and a person is talking.
1MXAQBiEZjs_000417_000427,a man throws a frisbee into a metal basket.
1M_ehUdQbpE_000000_000010,music plays as music plays in the background.
1N2r_EIzs5g_000000_000010,a little girl is blowing a big red balloon and then blows it up.
1ncXMvox-gs_000172_000182,a person is demonstrating how to fold a piece of paper.
1NFmcmlThdc_000000_000010,a woman is holding a baby and smiling at the camera.
1NrqiS3WCSU_000010_000020,a man is swinging on a swing in a park.
1NRsoJAsd6c_000000_000010,a young man is playing a trumpet in front of a curtain.
1Of2cjj3nEw_000040_000050,a group of people are walking around in a yard.
1oNPIkgee0Y_000076_000086,a man is sitting in a living room drinking from a cup.
1pmz61eVFgA_000000_000010,a man is standing over a fire roasting meat on a fire.
1qCm_h4KEvQ_000000_000010,an advertisement for a sports company is shown.
1qCyr3DPYnw_000000_000010,a man in a white beanie is talking about ice hockey.
1qt1cKakhog_000034_000044,a group of girls are playing a game of basketball in a gym.
1R-iyqeRHVo_000660_000670,a man is demonstrating how to fix a car engine.
1rm5FMiDwH4_000174_000184,a dog is being groomed by a veterinarian.
1rNA1LeL_Fg_000177_000187,a group of people are walking around a construction site.
1SpPRDN7HhM_000000_000010,a carpet is being used as a carpet.
1sVu94u4bm0_000042_000052,a woman is brushing her hair in front of a mirror.
1TOcO_XjVW0_000000_000010,two men are outside and one man is holding a small wooden box.
1tz9lDpDokM_000021_000031,a young man is sitting on the floor and is laughing.
1u9OGTJcMEw_000011_000021,a man is walking towards a white picket fence and talking to a man.
1uA_9vkUWUs_000074_000084,a potted plant is shown in a planter on a porch.
1URPIZqPHtI_000035_000045,a man is jumping off of a building and does a back flip.
1VmJ1yb_LrQ_000010_000020,a man and a woman are sitting at a table eating a sandwich.
1vnr8-bq9io_000002_000012,a little girl is standing in the middle of a living room.
1w5xkvb3oCc_000000_000010,a person is driving a car on a race track.
1w9uJD2KvQ0_000348_000358,a woman is holding a jacket over her shoulder while a man is talking to her.
1WeY5GDBVVo_000058_000068,a little boy is sitting on a bed playing with his phone.
1wXtQcyWRMc_000004_000014,a little girl is pushing a wheelchair down a hallway.
1XhixsI46yE_000003_000013,a man is demonstrating how to use a barbell.
1YemrpNBpf4_000001_000011,a man with a white face paint on his chest is holding a knife.
1zKv47qYMsE_000043_000053,a man is speaking into a microphone and then a man is speaking.
1zXXjwcOXTs_000202_000212,a young boy is standing on a table with his arms crossed.
1_upM1fAcag_000000_000010,music plays as music plays in the background.
2-cHlF42lek_000029_000039,a man is swinging a trapeze at a tree and throwing it into the air.
2-ujw4m8-kA_000002_000012,a man is using a machine to cut a piece of wood.
2-Wg9UFldCs_000003_000013,a woman and a young girl swing a rope into a target.
20o4TuhyU1s_000000_000010,a group of people are standing in a room and playing instruments.
20Wlga1naNg_000067_000077,a boy is standing in a park and he is juggling balls.
21T1JDdJgsM_000047_000057,a group of people are standing on a boat and waving their hands.
22glIZfA9R4_000115_000125,a person is spinning a spinning object in a circle.
22QytzFKlos_000000_000010,a boy jumps off a diving board into a swimming pool.
23J2TObmtPY_000062_000072,a person is using a tool to milk a cow.
247c1icbP1w_000021_000031,a tree is shown in the middle of a field and someone is talking about it.
25XS10JAzuo_000096_000106,a group of people are clapping and clapping in a church.
25_JtMYvjIs_000167_000177,a man is washing a bowl with soap and water.
266DF3P2lt0_000006_000016,a group of kids are playing basketball in a gym.
26bIKW7HAFQ_000000_000010,a person is talking in a foreign language while music plays in the background.
26_vER_QJ4A_000043_000053,a man is tying his shoelaces on a shoe.
27dTQ9bkJ0M_000056_000066,a man is laughing and yawning with his mouth wide open.
28Wnkfe6o9k_000094_000104,a man is talking to another man in a hospital room.
298JYoHiG4I_000006_000016,a group of kids are playing a game of soccer on a field.
29Pp3kMRuiQ_000092_000102,a woman is sitting in a car with her back to the camera.
29sOueMyaMc_000047_000057,a girl is sitting in the back of a car and talking to the camera.
2AbENqy18_c_000011_000021,a group of people are competing in a track and field competition.
2aUZJGk3DPU_000001_000011,a man is sitting on the floor and talking to another man.
2AVty18KSp0_000180_000190,a person is demonstrating how to make a toy airplane.
2b4kDyUisPg_000014_000024,a man is in a gym doing push ups with a barbell.
2BfV0Fkz_hg_000000_000010,a little girl in a blue and white outfit is stirring eggs in a pan.
2bQ5Dx3BqG8_000041_000051,a machine is moving a piece of material through a conveyor belt.
2BqONqVuwNQ_000000_000010,a man kicks a football in a football field.
2C6MGHJ9b4k_000000_000010,a person is showing how to get into a body.
2cG5r_EeRIs_000002_000012,a man and a woman are standing in a room and talking.
2CLLeyDxZqQ_000289_000299,a man is using a tool to sharpen some metal.
2cuaJWElJ5M_000000_000010,a woman is holding a baby in her lap while the baby is sitting in her lap.
2CzJd_Cn9HU_000002_000012,a person is playing a song on a drum set.
2C_cX7-K2UM_000083_000093,a person is walking on a sandy beach and talking to someone.
2d2_s4Ym6DA_000030_000040,a man is showing how to open a box with a knife.
2dwrPm8txvw_000004_000014,a group of men are playing a game of cricket.
2eyqjQUXLqo_000032_000042,a baby is holding a cell phone and talking on the phone.
2eZXyVzwBL4_000038_000048,a hole in the surface of a white surface and a hole in it.
2F0Ad319i6M_000014_000024,a group of people are water skiing on a lake.
2F3vPOdJx9Y_000034_000044,a woman is playing a drum set in a room.
2f4TPfErydE_000010_000020,a person is using a broom to clean a brick wall.
2FbwXoIrguI_000000_000010,a young boy plays a bagpipe while a young boy watches.
2FlVNwpozfI_000004_000014,a man is holding a wine bottle and a bottle of wine.
2FQ7nRoKPrk_000042_000052,a young girl is sitting on a horse with long hair.
2FZIwTFJ2j8_000050_000060,a young girl is spinning a hula hoop around her house.
2g9EwtQSdFg_000579_000589,a man wearing a black shirt
2GAPlZ6gD8s_000038_000048,a young man is standing in front of a house and doing a backflip.
2gqqoPsAlWI_000024_000034,a person is showing how to clean a dirty floor.
2GvCjSykGgQ_000030_000040,a man is sitting on a stage while a woman is sitting on a stool.
2H2hmK0xG0A_000000_000010,two young men are sitting in a classroom and one of them is shaking his arm.
2HbcJJT8b9k_000035_000045,a baby is being held up by a person and is playing with their fingers.
2HiDlFDURVs_000019_000029,a baby is chewing on a toothbrush while someone is talking.
